content_id,client_id,impressions_90d,clicks_90d,avg_position,days_since_last_update,content_type,y_proba,y_true,reason_code,action
content_825a9788af8d,client_4e07408562,16786,0,5.6,104,keyword article,0.9193770769354405,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_26d48a980581,client_f369cb89fc,1266,0,4.6,106,keyword article,0.9189196189289012,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7be5f150dc65,client_f369cb89fc,290,0,5.9,20,keyword article,0.9178837582202793,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4fc70e470460,client_4e07408562,766,0,5.7,104,keyword article,0.915607621816564,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8ede62882d0b,client_f369cb89fc,556,0,14.3,20,keyword article,0.9151500414618639,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a2d394e98056,client_4e07408562,1220,0,9.4,104,keyword article,0.9148340661276005,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c65ee459f729,client_f369cb89fc,6526,0,17.4,106,keyword article,0.9146633955655523,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b08562686d22,client_f369cb89fc,2846,4,2.0,106,keyword article,0.9139178759394508,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7fa63804b8f1,client_4e07408562,8258,3,7.3,104,keyword article,0.9123525825876219,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1d2233dc3323,client_f369cb89fc,1463,0,1.5,8,keyword article,0.9117640316273541,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_35d63627bf3e,client_8527a891e2,1525,0,32.6,103,keyword article,0.9111518782657242,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b872486bfd10,client_f369cb89fc,4696,2,2.3,20,keyword article,0.9109551910262156,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d274ac4158ef,client_4e07408562,65138,6,6.8,26,keyword article,0.9059710869020827,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5d77d3077984,client_f369cb89fc,68,0,3.0,20,keyword article,0.9056790879636243,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_39881853ef0c,client_f369cb89fc,112434,10,7.2,20,keyword article,0.905587926576292,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_3164f3076003,client_8527a891e2,2696,1,16.1,104,keyword article,0.9038574435027368,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_392ed6711025,client_4e07408562,2014,0,11.9,7,keyword article,0.9026349142778022,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_29884c0f9255,client_8527a891e2,428,0,12.3,102,keyword article,0.9026212020278173,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4d9f36001f06,client_8527a891e2,3369,1,13.2,104,keyword article,0.9023197727689322,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_700de55b1459,client_4e07408562,1258,0,14.5,104,keyword article,0.9020415574210299,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5240ab05dc75,client_4e07408562,3298,1,2.6,7,keyword article,0.9016317230380718,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c5ac46558df3,client_f369cb89fc,4669,2,7.1,20,keyword article,0.9010362360250156,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_0b47dae0c7f9,client_8527a891e2,1191,0,23.1,103,keyword article,0.8998520304147616,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7e24f3b27d73,client_8527a891e2,825,0,11.6,104,keyword article,0.8994079880855858,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_865fd632a1f3,client_f369cb89fc,39246,10,6.1,20,keyword article,0.899348696026507,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_0797b2065787,client_f369cb89fc,3335,2,6.5,8,keyword article,0.8979404948557518,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_ca17a024f90c,client_4e07408562,38815,4,9.1,7,keyword article,0.897244607399574,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f55fd2d8ed04,client_4e07408562,2237,2,1.3,104,keyword article,0.8963042488024963,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_32a5eb93b4bc,client_f369cb89fc,2072,0,17.8,20,keyword article,0.8954532801736561,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_afa114dc512c,client_f369cb89fc,10277,6,2.2,20,keyword article,0.8952952096492267,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d23ae29575ef,client_4e07408562,983,0,5.3,104,keyword article,0.8949279106293968,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f6ae0f36d70d,client_f369cb89fc,44860,9,9.0,20,keyword article,0.8943092656565421,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7a999bea6a06,client_4e07408562,3026,2,8.8,13,keyword article,0.8923536002402241,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a662ef2af9b4,client_8527a891e2,542,0,16.0,104,keyword article,0.8913890885958052,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b5716f2631dc,client_f369cb89fc,11882,4,4.0,20,keyword article,0.8892795013015397,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a12d4a1e9a4b,client_4e07408562,836,1,5.1,104,keyword article,0.88799358333663,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_829c68e60d13,client_f369cb89fc,307,0,4.9,106,keyword article,0.8872452541695739,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_32b4e5a2f630,client_8527a891e2,2663,2,6.5,102,keyword article,0.8865093453834016,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_73138e49f25d,client_f369cb89fc,9618,3,2.1,20,keyword article,0.8862186045008907,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a025f0314b16,client_4e07408562,5028,1,21.2,14,keyword article,0.8853855244668474,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b7ad90f97e21,client_f369cb89fc,581,0,5.4,8,keyword article,0.884014716715977,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1162806e4b35,client_f369cb89fc,15715,6,5.6,20,keyword article,0.8833811824247869,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_643b51c0a848,client_8527a891e2,890,0,15.1,98,keyword article,0.8831448089406972,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_500bd3907331,client_4e07408562,4037,4,5.5,104,keyword article,0.8818485534685084,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_197a5b1ed096,client_8527a891e2,605,0,14.4,102,keyword article,0.8817644667814823,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_98aa0aecb1d9,client_8527a891e2,5190,3,5.1,104,keyword article,0.8816943146702224,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b84a5df88090,client_f369cb89fc,3699,1,8.1,20,keyword article,0.8816753758695304,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a1dfb0636e9c,client_8527a891e2,618,0,14.9,104,keyword article,0.881300215144684,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5c7ccee8cd9e,client_f369cb89fc,566,0,6.1,20,keyword article,0.8805698498226743,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c8aa94ff1243,client_4e07408562,2498,6,3.4,104,keyword article,0.880346464306281,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b5e9e6453511,client_f369cb89fc,157,0,6.1,20,keyword article,0.8790697695338562,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5d8cc9246c52,client_4e07408562,547,0,3.3,104,keyword article,0.8787145652903652,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_370f162b9110,client_8527a891e2,112,0,6.3,92,keyword article,0.8782965189259153,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_0e52d032d7f7,client_4e07408562,1172,2,6.5,104,keyword article,0.8778994826382199,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_ff102de380d8,client_f369cb89fc,149,0,4.3,20,keyword article,0.87678058237732,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_412f4cf7d443,client_f369cb89fc,27793,4,18.6,8,keyword article,0.87653040223685,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5ef76f383560,client_f369cb89fc,973,0,3.2,8,keyword article,0.8763234817254697,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1cafff54ead7,client_f369cb89fc,1726,2,2.8,20,keyword article,0.8754162750383377,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_da33a53074bd,client_4e07408562,2678,1,5.7,104,keyword article,0.8752916644950586,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_20b682542a31,client_f369cb89fc,339,0,3.3,20,keyword article,0.8750484894580755,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5ce1a9d3e4d7,client_8527a891e2,8076,6,8.1,102,keyword article,0.8747654372464321,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d447a286b0ed,client_4e07408562,705,0,14.4,104,keyword article,0.8747435685721515,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_53a574b8a7da,client_f369cb89fc,1288,0,36.0,20,keyword article,0.8744794058209159,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_79523354f68c,client_f369cb89fc,3708,1,4.4,8,keyword article,0.8740066138026492,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_cd5b1dd872c6,client_f369cb89fc,3154,0,7.5,20,keyword article,0.8735308630630876,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_77254cb8bf3f,client_8527a891e2,1398,1,15.9,20,keyword article,0.8727690378510071,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f697fc3a64e3,client_8527a891e2,1328,2,11.7,102,keyword article,0.8724543383901369,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f0d98be4b42c,client_4e07408562,5818,9,5.1,104,keyword article,0.8722009132472495,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_26cf570cafdc,client_f369cb89fc,2450,0,9.1,20,keyword article,0.8716369472423262,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_31083b832aa0,client_f369cb89fc,417,0,5.9,20,keyword article,0.8698956653116074,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_bb1edbf0ba6c,client_4e07408562,1290,0,12.4,104,keyword article,0.8689864515735898,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b1012a045720,client_f369cb89fc,2986,1,6.2,8,keyword article,0.8685531529050982,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7acdba4f134c,client_f369cb89fc,1108,0,12.1,20,keyword article,0.8676967567562798,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_fbbacf50108d,client_8527a891e2,1130,1,10.0,92,keyword article,0.8675102919793917,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7a6cb4857fe6,client_f369cb89fc,789,0,1.6,20,keyword article,0.8673817857479309,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8f14317ab383,client_8527a891e2,2781,0,73.1,92,keyword article,0.8673587483662625,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_0921985d4f41,client_f369cb89fc,108,0,2.1,20,keyword article,0.8659966739511037,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a2bcb8df0fc3,client_f369cb89fc,2843,1,2.4,8,keyword article,0.865737874776203,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_85925d6c92b8,client_f369cb89fc,2049,0,9.6,8,keyword article,0.8653625337208941,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7766ffacdcfa,client_8527a891e2,657,0,9.3,104,keyword article,0.8652346801125864,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_03da7338b27f,client_f369cb89fc,2612,0,19.5,20,keyword article,0.8651995950297843,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_846bb4dd8b44,client_8527a891e2,870,1,17.6,104,keyword article,0.8633744774976067,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8c5405b0ce59,client_f369cb89fc,1141,0,9.1,8,keyword article,0.8633190328053425,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5e2d7ea6844d,client_f369cb89fc,4651,3,5.2,20,keyword article,0.8633006690025559,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2d22e0215964,client_8527a891e2,1614,0,48.8,104,keyword article,0.8630730302316472,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_3395aba722a2,client_8527a891e2,3320,3,11.1,102,keyword article,0.8628940405400991,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d225ec9f3d46,client_f369cb89fc,26470,14,0.7,20,keyword article,0.8628449620645824,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c94a53e3bfb8,client_f369cb89fc,2164,5,8.1,20,keyword article,0.8627184569402153,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4315e2ea3148,client_f369cb89fc,52,0,5.3,20,keyword article,0.8611972674232505,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_a0777b0fd936,client_f369cb89fc,13502,3,19.7,8,keyword article,0.8609640268487636,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_ad6aeae9e0a0,client_4e07408562,912,1,10.2,104,keyword article,0.8608904029384142,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_72a51b4538b7,client_f369cb89fc,2628,1,12.0,20,keyword article,0.8600813489704786,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_694bc660415b,client_f369cb89fc,1195,0,7.5,20,keyword article,0.8593841279071173,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b03ea7190aea,client_f369cb89fc,1508,0,2.6,8,keyword article,0.8592793208333742,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_774b7bb6f049,client_f369cb89fc,1007,0,35.4,20,keyword article,0.8589087835859738,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_e2b8e97ea579,client_f369cb89fc,3633,0,8.0,20,keyword article,0.8588716957867552,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d73b842a64e6,client_f369cb89fc,4660,5,4.7,8,keyword article,0.8587939861910053,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_df1e8cee858c,client_f369cb89fc,9188,8,4.9,106,keyword article,0.8583048450900967,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_60bd44a91d5c,client_4e07408562,1860,2,14.8,104,keyword article,0.858088555269597,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_323d0bdf7077,client_f369cb89fc,2018,1,4.6,106,keyword article,0.8577538875581285,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8573511e9f28,client_4e07408562,2358,1,38.7,104,keyword article,0.8571231205208184,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_35fb876ad42a,client_f369cb89fc,27,0,1.7,20,keyword article,0.8561963801418123,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_6b09c696507d,client_f369cb89fc,2813,1,0.8,8,keyword article,0.8560122322605542,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_3b26815717ae,client_f369cb89fc,4650,4,28.5,20,keyword article,0.8555172344667509,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2ea7554a4b89,client_4e07408562,5156,0,6.0,7,keyword article,0.8551219082614097,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_77cef913977c,client_4e07408562,9969,17,5.5,104,keyword article,0.8544016420652736,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_e2a8dcfda805,client_f369cb89fc,21877,5,29.0,20,keyword article,0.8540990486913443,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5d926837293e,client_f369cb89fc,2916,2,4.0,8,keyword article,0.853645577912307,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_90d5f9ecb7a9,client_4e07408562,3978,0,9.4,7,keyword article,0.8533692879945444,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_9e4a65fb4867,client_4e07408562,478,0,5.5,104,keyword article,0.8532372039426872,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_179caec11499,client_f369cb89fc,17217,5,16.1,20,keyword article,0.8529145306982945,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_3cd58a4a2731,client_8527a891e2,2004,0,39.1,104,keyword article,0.8524061368338333,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_6430c384931f,client_f369cb89fc,366,0,2.9,20,keyword article,0.8523880782065224,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2bc3b7c8b3d9,client_f369cb89fc,526,4,4.9,8,keyword article,0.8519986319505705,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d028d97a0f72,client_f369cb89fc,389,0,6.1,20,keyword article,0.8518225934343915,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_96dba8ca02c1,client_f369cb89fc,138,0,14.6,8,keyword article,0.8516740672842683,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b054abd6b94e,client_4e07408562,499,0,4.6,104,keyword article,0.8514801804995037,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_78ecdde1a864,client_f369cb89fc,82,0,5.2,20,keyword article,0.8512530572685958,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c149dfab5d24,client_f369cb89fc,2346,3,7.3,20,keyword article,0.8510994684259949,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f9c40e2ab163,client_f369cb89fc,8306,6,6.1,20,keyword article,0.8508828033348083,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_d4084a4bc775,client_f369cb89fc,3970,1,8.5,20,keyword article,0.8506401212176616,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b9b230d52cfa,client_4e07408562,1078,0,31.6,104,keyword article,0.8504287365018831,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b2bf50ecada6,client_4e07408562,2386,0,6.4,7,keyword article,0.8502639699139052,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_9741e2f85933,client_f369cb89fc,7953,4,7.4,20,keyword article,0.8500367111442887,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f14d1dd58226,client_8527a891e2,581,0,29.2,104,keyword article,0.8492236591332463,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_9b28cf5ae4f3,client_f369cb89fc,1620,1,1.1,106,keyword article,0.8490854326904924,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_457796eab16d,client_8527a891e2,3741,0,73.6,103,keyword article,0.8482156720485968,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1d637966d2d2,client_4e07408562,3517,2,8.1,20,keyword article,0.8476520822371275,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_ec257d803f69,client_4e07408562,963,1,5.6,104,keyword article,0.8469342845001266,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_08680a075d9f,client_8527a891e2,40,0,9.6,92,keyword article,0.8468492912385573,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f2508318df4b,client_f369cb89fc,2831,0,3.1,8,keyword article,0.8468400144086483,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_312de493d381,client_f369cb89fc,137,1,6.7,20,keyword article,0.8464658541618091,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_374e795aab68,client_f369cb89fc,235,2,31.0,20,keyword article,0.8463091952480626,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_76d1deafc71b,client_f369cb89fc,236,0,7.8,20,keyword article,0.8462392920247319,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_76189a98416b,client_f369cb89fc,1647,0,11.7,20,keyword article,0.8460973953496592,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_37bb865c7f2f,client_f369cb89fc,1112,0,5.7,20,keyword article,0.8459524024920759,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_53285c7434ac,client_f369cb89fc,331,0,2.4,8,keyword article,0.84576098834032,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_05eb6ae85e0e,client_4e07408562,416,1,4.2,104,keyword article,0.8451948521709447,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b45f91ebc732,client_4e07408562,14940,3,59.4,104,keyword article,0.8447278186432828,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_35972508aa52,client_f369cb89fc,8071,3,23.2,20,keyword article,0.844639622274951,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c7feeae9ce9b,client_4e07408562,882,0,30.7,104,keyword article,0.8439887424137948,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2230586bb0c4,client_4e07408562,1135,1,5.0,104,keyword article,0.8437877278451148,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_557976e65608,client_f369cb89fc,4321,3,3.4,8,keyword article,0.8437447181952956,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4d9ab09aad97,client_8527a891e2,938,0,80.0,104,keyword article,0.8433473335339251,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_ec521b760d7c,client_8527a891e2,15287,18,6.8,104,keyword article,0.8433072948174374,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2f26cc677aad,client_8527a891e2,527,0,29.2,92,keyword article,0.8427153497395931,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_09b0e4b05a30,client_f369cb89fc,4147,0,7.8,20,keyword article,0.841791727657238,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8ba922f82ace,client_4e07408562,2698,0,14.5,13,keyword article,0.8416918805601882,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_452a4e18212c,client_f369cb89fc,2243,1,24.2,106,keyword article,0.841516476522222,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4949d6107538,client_f369cb89fc,5105,3,1.9,8,keyword article,0.8411532922738159,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_dce9528e18b1,client_4e07408562,2519,0,3.1,7,keyword article,0.840985237954461,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2ba626fea4d6,client_8527a891e2,360,0,7.2,104,keyword article,0.8409774309926513,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c2dfd56f7149,client_4e07408562,976,0,22.4,104,keyword article,0.8407173205097034,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1f97c2c8f517,client_4e07408562,2156,0,35.7,104,keyword article,0.8404353056972278,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7205560591f9,client_4e07408562,2329,0,17.6,13,keyword article,0.8402842922117679,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7e1f78c66a44,client_8527a891e2,1645,1,47.3,92,keyword article,0.8402621745935156,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_b84cb2300d9d,client_f369cb89fc,388,0,6.0,106,keyword article,0.8398097734424057,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f4c08de09860,client_f369cb89fc,1244,1,11.1,20,keyword article,0.8394411642562416,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_6895e9b8a03d,client_4e07408562,3904,1,39.6,104,keyword article,0.8393080008104665,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1a021e549b5d,client_4e07408562,1797,2,17.8,13,keyword article,0.8389753533697529,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c5a22862db5f,client_4e07408562,6329,3,4.0,7,keyword article,0.8389095077639834,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_c5f79bf532f3,client_8527a891e2,30,0,6.8,92,keyword article,0.8385039715836043,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_954cc45bd437,client_4e07408562,15439,6,1.5,7,keyword article,0.8380546404026696,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5820260936ca,client_4e07408562,6004,2,11.2,14,keyword article,0.8379121736048124,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_07d062db2b51,client_f369cb89fc,873,2,8.1,8,keyword article,0.8374274130520153,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_049c21f25031,client_8527a891e2,57,0,6.4,104,keyword article,0.8369466528774213,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_6607847e4454,client_8527a891e2,786,1,9.3,104,keyword article,0.8364733980576623,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_9935b649795f,client_8527a891e2,36,0,6.3,92,keyword article,0.8358553375225991,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_9983d31c53cb,client_4e07408562,7737,0,5.5,7,keyword article,0.8358016638858291,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_50b705edfd99,client_4e07408562,677,0,30.2,104,keyword article,0.8355720252648017,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_7422ecda04a6,client_f369cb89fc,2046,1,2.8,8,keyword article,0.8354580616632417,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_3574a4e2ec88,client_f369cb89fc,2545,1,5.9,8,keyword article,0.8348333292328404,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_80f3efc9498b,client_f369cb89fc,644,2,7.9,20,keyword article,0.8346343950196488,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_f6bf66378677,client_f369cb89fc,817,0,5.7,20,keyword article,0.8342790823365867,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_e26959d7dd4b,client_f369cb89fc,2267,1,8.5,8,keyword article,0.8342132600426975,1,MODEL_DECLINE_RISK,Prioritize for refresh review
